Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
30/01/2018,60,7,High,london,ON,Use recreationally,Daily,7
31/01/2018,30,3.5,Medium,london,ON,Medicate without a medical document,A few times per week,7
31/01/2018,30,3.5,High,london,ON,Medicate without a medical document,A few times per week,7
01/02/2018,60,7,Medium,london,ON,Use recreationally,A few times per week,7
26/01/2018,50,7,Medium,london,ON,Use recreationally,A few times per week,7
31/01/2018,100,14,High,london,ON,Medicate without a medical document,A few times per week,7
31/01/2018,50,7,Medium,london,ON,Use recreationally,A few times per week,7
26/01/2018,180,28,High,london,ON,Use recreationally,Daily,7
26/01/2018,180,28,High,london,ON,Use recreationally,A few times per week,7
26/01/2018,170,28,High,london,ON,Use recreationally,A few times per week,7
30/01/2018,40,7,Medium,london,ON,Use recreationally,A few times per week,7
26/01/2018,155,28,High,london,ON,Use recreationally,A few times per week,7
26/01/2018,60,14,High,london,ON,Use recreationally,A few times per week,7
26/01/2018,100,28,Medium,london,ON,Medicate without a medical document,Daily,7
27/01/2018,65,3.5,Medium,london,ON,Use recreationally,Daily,3.5
31/01/2018,80,7,High,london,ON,Use recreationally,A few times per month,3.5
31/01/2018,35,3.5,,london,ON,Medicate with a medical document,A few times per week,3.5
30/01/2018,60,7,Medium,london,ON,Medicate without a medical document,A few times per month,3.5
26/01/2018,110,14,High,london,ON,Use recreationally,A few times per month,3.5
02/02/2018,108,14,High,london,ON,Use recreationally,A few times per week,3.5
26/01/2018,50,7,Medium,london,ON,Use recreationally,A few times per month,3.5
26/01/2018,50,7,Low,london,ON,Use recreationally,A few times per week,3.5
26/01/2018,200,28,Medium,london,ON,Medicate without a medical document,A few times per week,3.5
26/01/2018,7,1,Medium,london,ON,Use recreationally,Daily,3.5
29/01/2018,6,1,High,london,ON,Medicate with a medical document,Daily,3.5
26/01/2018,160,28,Medium,london,ON,Use recreationally,A few times per month,3.5
30/01/2018,160,28,High,london,ON,Medicate without a medical document,A few times per month,3.5
31/01/2018,5,1,High,london,ON,Use recreationally,A few times per month,3.5
31/01/2018,130,28,,london,ON,Use recreationally,Daily,3.5
26/01/2018,115,28,High,london,ON,Use recreationally,A few times per month,3.5
30/01/2018,100,28,Medium,london,ON,Medicate with a medical document,Daily,3.5
07/02/2018,65,7,Medium,london,ON,Use recreationally,A few times per week,28
30/01/2018,70,7,Medium,london,ON,Use recreationally,A few times per month,1
30/01/2018,10,1,High,london,ON,Medicate with a medical document,A few times per month,1
25/01/2018,9,1,High,london,ON,Use recreationally,A few times per week,1
07/02/2018,90,10,High,london,ON,Medicate with a medical document,Daily,1
30/01/2018,60,7,Medium,london,ON,Use recreationally,A few times per month,1
30/01/2018,30,3.5,Medium,london,ON,Medicate without a medical document,A few times per month,1
27/01/2018,110,14,High,london,ON,Use recreationally,A few times per week,1
03/02/2018,212,28,High,london,ON,Use recreationally,A few times per week,1
30/01/2018,20,3.5,Medium,london,ON,Use recreationally,A few times per week,1
31/01/2018,5,1,High,london,ON,Medicate without a medical document,A few times per month,1
30/01/2018,10,1,High,london,ON,Use recreationally,A few times a year,0.5
31/01/2018,10,1,Medium,london,ON,Use recreationally,A few times a year,0.5
31/01/2018,5,0.5,High,london,ON,Use recreationally,A few times a year,0.5
02/02/2018,10,1,High,london,ON,Use recreationally,A few times a year,0.5
26/01/2018,60,7,Medium,london,ON,Use recreationally,A few times a year,0.5
01/02/2018,60,7,High,london,ON,Use recreationally,A few times a year,0.5
30/01/2018,200,28,Medium,london,ON,Use recreationally,A few times per month,0.5
31/01/2018,25,3.5,Medium,london,ON,Use recreationally,A few times per month,0.5
31/01/2018,100,14,Medium,london,ON,Use recreationally,A few times per week,0.5
01/02/2018,50,7,Medium,london,ON,Use recreationally,A few times a year,0.5
31/01/2018,7,1,Medium,london,ON,Use recreationally,A few times per month,0.5
31/01/2018,6,1,Low,london,ON,Use recreationally,A few times a year,0.5
30/01/2018,5.75,1,Medium,london,ON,Medicate without a medical document,A few times per month,0.5
31/01/2018,160,28,Medium,london,ON,Use recreationally,A few times per month,0.5
26/01/2018,5,1,High,london,ON,Medicate without a medical document,A few times per month,0.5
01/02/2018,240,60,High,london,ON,Use recreationally,A few times per month,0.5
27/01/2018,100,28,Medium,london,ON,Use recreationally,A few times a year,0.03
03/02/2018,12.5,1,Medium,london,ON,Medicate without a medical document,,0
25/01/2018,10,1,Medium,london,ON,Medicate without a medical document,A few times a year,0
26/01/2018,10,1,High,london,ON,Use recreationally,,0
27/01/2018,70,7,Medium,london,ON,Use recreationally,,0
31/01/2018,10,1,Medium,london,ON,Use recreationally,A few times a year,0
01/02/2018,35,3.5,High,london,ON,Medicate with a medical document,,0
30/01/2018,60,7,Medium,london,ON,Use recreationally,,0
02/02/2018,225,28,High,london,ON,Medicate without a medical document,,0
30/01/2018,220,28,High,london,ON,Medicate without a medical document,Daily,0
01/02/2018,210,28,Medium,london,ON,Medicate without a medical document,,0
30/01/2018,50,7,High,london,ON,Use recreationally,Daily,0
26/01/2018,200,28,High,london,ON,Medicate without a medical document,,0
30/01/2018,200,28,High,london,ON,Medicate without a medical document,,0
31/01/2018,50,7,Medium,london,ON,Use recreationally,,0
31/01/2018,100,14,Medium,london,ON,Use recreationally,,0
31/01/2018,200,28,High,london,ON,Use recreationally,,0
01/02/2018,50,7,High,london,ON,Use recreationally,,0
31/01/2018,45,7,Medium,london,ON,Medicate without a medical document,,0
01/02/2018,180,28,High,london,ON,Use recreationally,,0
01/02/2018,170,28,High,london,ON,Use recreationally,,0
30/01/2018,40,7,Medium,london,ON,Medicate without a medical document,,0
30/01/2018,80,14,High,london,ON,Use recreationally,,0
27/01/2018,150,28,High,london,ON,Medicate without a medical document,Daily,0
26/01/2018,5,1,High,london,ON,Use recreationally,,0
31/01/2018,140,28,High,london,ON,Use recreationally,,0
02/02/2018,135,28,High,london,ON,Medicate without a medical document,,0
01/02/2018,4,1,Medium,london,ON,Medicate without a medical document,,0
27/01/2018,100,28,Low,london,ON,Use recreationally,,0
01/02/2018,100,28,High,london,ON,Use recreationally,,0
30/01/2018,90,28,High,london,ON,Medicate with a medical document,Daily,0
01/02/2018,60,28,Medium,london,ON,Use recreationally,,0
30/01/2018,60,7,Medium,goderich,ON,Medicate without a medical document,Daily,28
30/01/2018,200,28,Medium,goderich,ON,Use recreationally,,0
31/01/2018,100,14,High,goderich,ON,Use recreationally,,0
31/01/2018,100,28,Medium,huron-kinloss,ON,Use recreationally,,0
02/02/2018,180,28,High,kincardine,ON,Medicate with a medical document,Daily,14
31/01/2018,3.5,1,Medium,kincardine,ON,Medicate without a medical document,A few times a year,0.5
03/02/2018,200,28,High,hanover,ON,Medicate without a medical document,Daily,28
30/01/2018,60,7,Medium,owen sound,ON,Medicate without a medical document,Daily,56
03/02/2018,30,3.5,Medium,owen sound,ON,Use recreationally,Daily,30
30/01/2018,50,7,High,owen sound,ON,Use recreationally,Daily,28
01/02/2018,45,14,High,owen sound,ON,Medicate without a medical document,Daily,28
30/01/2018,60,7,Medium,owen sound,ON,Medicate without a medical document,Daily,14
30/01/2018,180,28,Medium,owen sound,ON,Use recreationally,Daily,14
31/01/2018,6,1,High,owen sound,ON,Medicate with a medical document,Daily,10
27/01/2018,100,14,Medium,owen sound,ON,Use recreationally,,0
31/01/2018,50,7,High,owen sound,ON,Medicate without a medical document,,0
30/01/2018,100,28,Medium,owen sound,ON,Medicate without a medical document,,0
02/02/2018,97,28,Medium,owen sound,ON,Medicate without a medical document,Daily,0
31/01/2018,2,1,Medium,owen sound,ON,Medicate without a medical document,,0
26/01/2018,20,3.5,High,adjala-tosorontio,ON,Use recreationally,A few times a year,28
03/02/2018,11,1,High,adjala-tosorontio,ON,Use recreationally,Daily,7
29/01/2018,279,45,High,innisfil,ON,Medicate with a medical document,Daily,90
01/02/2018,150,28,High,collingwood,ON,Medicate without a medical document,Daily,56
30/01/2018,150,28,High,collingwood,ON,Medicate without a medical document,Daily,28
30/01/2018,150,28,High,collingwood,ON,Use recreationally,Daily,28
31/01/2018,150,28,High,collingwood,ON,Use recreationally,Daily,28
27/01/2018,150,28,High,collingwood,ON,Use recreationally,Daily,14
30/01/2018,40,3.5,Medium,collingwood,ON,Use recreationally,A few times per week,7
26/01/2018,60,7,Low,collingwood,ON,Use recreationally,A few times per week,3.5
30/01/2018,60,7,High,collingwood,ON,Use recreationally,A few times per month,3.5
27/01/2018,10,1,Medium,collingwood,ON,Use recreationally,A few times per month,1
31/01/2018,180,28,High,barrie,ON,Medicate with a medical document,Daily,100
30/01/2018,6,1,High,barrie,ON,Medicate with a medical document,Daily,75
31/01/2018,200,28,High,barrie,ON,Use recreationally,Daily,60
31/01/2018,6,1,High,barrie,ON,Medicate with a medical document,Daily,60
30/01/2018,220,28,High,barrie,ON,Medicate with a medical document,Daily,56
01/02/2018,105,28,High,barrie,ON,Medicate without a medical document,Daily,56
04/02/2018,180,28,High,barrie,ON,Use recreationally,Daily,30
05/02/2018,120,14,Medium,barrie,ON,Medicate without a medical document,Daily,28
25/01/2018,55,7,High,barrie,ON,Use recreationally,Daily,28
30/01/2018,100,14,Medium,barrie,ON,Use recreationally,A few times per week,28
26/01/2018,200,28,High,barrie,ON,Use recreationally,Daily,28
27/01/2018,7,1,High,barrie,ON,Use recreationally,A few times per week,28
28/01/2018,180,28,High,barrie,ON,Medicate without a medical document,Daily,28
27/01/2018,160,28,,barrie,ON,Use recreationally,Daily,28
30/01/2018,140,28,High,barrie,ON,Medicate without a medical document,Daily,28
31/01/2018,140,28,Medium,barrie,ON,Medicate without a medical document,Daily,28
01/02/2018,99,28,High,barrie,ON,Use recreationally,Daily,28
01/02/2018,5.99,1,High,barrie,ON,Medicate with a medical document,Daily,15
01/02/2018,3,1,Medium,barrie,ON,Medicate with a medical document,Daily,15
30/01/2018,70,7,High,barrie,ON,Use recreationally,A few times per week,14
02/02/2018,10,1,High,barrie,ON,Use recreationally,Daily,14
30/01/2018,40,5.5,Medium,barrie,ON,Use recreationally,A few times per week,14
01/02/2018,200,28,High,barrie,ON,Use recreationally,Daily,14
30/01/2018,200,28,High,barrie,ON,Use recreationally,A few times per week,14
30/01/2018,45,7,Medium,barrie,ON,Use recreationally,Daily,14
31/01/2018,160,28,High,barrie,ON,Medicate without a medical document,Daily,14
26/01/2018,160,28,High,barrie,ON,Use recreationally,A few times per week,14
27/01/2018,120,14,High,barrie,ON,Use recreationally,Daily,7
30/01/2018,55,7,Medium,barrie,ON,Use recreationally,Daily,7
30/01/2018,220,28,Medium,barrie,ON,Medicate without a medical document,A few times per week,7
31/01/2018,196,28,High,barrie,ON,Medicate without a medical document,A few times per month,7
01/02/2018,150,28,High,barrie,ON,Medicate with a medical document,Daily,7
27/01/2018,150,28,Medium,barrie,ON,Use recreationally,A few times per week,7
31/01/2018,35,3.5,Medium,barrie,ON,Use recreationally,A few times per month,3.5
30/01/2018,30,3.5,High,barrie,ON,Use recreationally,A few times per month,3.5
30/01/2018,50,7,Medium,barrie,ON,Use recreationally,A few times per month,3.5
31/01/2018,90,14,Medium,barrie,ON,Use recreationally,A few times per month,3.5
27/01/2018,5,1,High,barrie,ON,Medicate without a medical document,A few times per month,3.5
06/02/2018,20,3.5,High,barrie,ON,Use recreationally,A few times per month,7
31/01/2018,10,1,Medium,barrie,ON,Use recreationally,A few times per month,1
30/01/2018,5,0.5,Medium,barrie,ON,Use recreationally,A few times per month,0.5
31/01/2018,10,1,Medium,barrie,ON,Use recreationally,A few times a year,0.5
26/01/2018,30,3.5,High,barrie,ON,Use recreationally,A few times a year,0.5
30/01/2018,110,14,Medium,barrie,ON,Use recreationally,A few times per month,0.5
30/01/2018,25,3.5,Low,barrie,ON,Use recreationally,A few times a year,0.5
26/01/2018,7,1,High,barrie,ON,Use recreationally,A few times per month,0.5
26/01/2018,110,28,Medium,barrie,ON,Use recreationally,A few times a year,0.5
25/01/2018,5000,448,High,barrie,ON,Medicate with a medical document,Daily,0
31/01/2018,10,1,Medium,barrie,ON,Use recreationally,A few times a year,0
02/02/2018,10,1,High,barrie,ON,Use recreationally,,0
05/02/2018,10,1,Medium,barrie,ON,Medicate with a medical document,,0
01/02/2018,9,1,Medium,barrie,ON,Medicate with a medical document,,0
30/01/2018,30,3.5,Medium,barrie,ON,Use recreationally,,0
31/01/2018,55,7,High,barrie,ON,Medicate without a medical document,,0
31/01/2018,200,28,Medium,barrie,ON,Medicate with a medical document,Daily,0
02/02/2018,200,28,High,barrie,ON,Use recreationally,Daily,0
01/02/2018,50,7,High,barrie,ON,Medicate without a medical document,,0
04/02/2018,140,28,High,barrie,ON,Medicate without a medical document,,0
31/01/2018,139,28,High,barrie,ON,Medicate without a medical document,,0
05/02/2018,4.35,1,High,barrie,ON,Medicate with a medical document,,0
04/02/2018,125,28,Medium,orillia,ON,Medicate with a medical document,Daily,90
30/01/2018,40,7,High,orillia,ON,Use recreationally,Daily,30
02/02/2018,150,28,High,orillia,ON,Medicate without a medical document,Daily,28
01/02/2018,150,28,High,orillia,ON,Medicate without a medical document,Daily,14
31/01/2018,60,7,High,orillia,ON,Use recreationally,Daily,7
26/01/2018,100,14,High,wasaga beach,ON,Use recreationally,Daily,30
30/01/2018,120,14,High,wasaga beach,ON,Medicate without a medical document,,0
04/02/2018,250,28,Medium,midland,ON,Use recreationally,Daily,56
30/01/2018,140,28,High,midland,ON,Use recreationally,Daily,3.5
30/01/2018,150,28,High,midland,ON,Use recreationally,,0
30/01/2018,125,28,High,midland,ON,Use recreationally,,0
30/01/2018,100,28,High,midland,ON,Use recreationally,,0
30/01/2018,100,28,High,midland,ON,Use recreationally,,0
01/02/2018,340,56,High,bracebridge,ON,Medicate without a medical document,Daily,35
01/02/2018,355,56,High,bracebridge,ON,Use recreationally,Daily,28
01/02/2018,150,28,High,bracebridge,ON,Use recreationally,A few times per week,28
03/02/2018,140,28,High,bracebridge,ON,Medicate without a medical document,Daily,28
30/01/2018,150,28,High,bracebridge,ON,Use recreationally,Daily,15
01/02/2018,4,1,Medium,bracebridge,ON,Medicate with a medical document,Daily,3.5
04/02/2018,120,14,Medium,muskoka lakes,ON,Use recreationally,A few times per month,7
30/01/2018,10,1,High,muskoka lakes,ON,Use recreationally,A few times per month,3.5
31/01/2018,100,14,High,renfrew,ON,Medicate without a medical document,Daily,56
01/02/2018,280,14,Medium,renfrew,ON,Use recreationally,,0
30/01/2018,200,28,High,pembroke,ON,Use recreationally,Daily,72
30/01/2018,165,28,High,pembroke,ON,Use recreationally,Daily,30
30/01/2018,575,214,Medium,pembroke,ON,Medicate without a medical document,Daily,28
30/01/2018,150,28,Medium,pembroke,ON,Use recreationally,Daily,15
30/01/2018,80,14,Medium,pembroke,ON,Use recreationally,A few times per week,14
31/01/2018,100,28,High,pembroke,ON,Use recreationally,Daily,7
31/01/2018,100,28,High,pembroke,ON,Use recreationally,Daily,7
26/01/2018,112,28,Medium,pembroke,ON,Use recreationally,A few times per week,3.5
30/01/2018,100,10,High,petawawa,ON,Medicate with a medical document,Daily,40
30/01/2018,8,1,High,petawawa,ON,Medicate without a medical document,A few times per week,0.5
07/02/2018,140,28,Medium,laurentian hills,ON,Medicate with a medical document,Daily,120
26/01/2018,100,14,Medium,deep river,ON,Use recreationally,A few times per week,0.5
26/01/2018,180,28,High,north bay,ON,Use recreationally,Daily,56
26/01/2018,60,7,Medium,north bay,ON,Use recreationally,Daily,30
31/01/2018,140,28,High,north bay,ON,Medicate without a medical document,Daily,30
30/01/2018,400,28,High,north bay,ON,Medicate without a medical document,Daily,28
30/01/2018,120,14,High,north bay,ON,Medicate without a medical document,Daily,28
30/01/2018,120,16,High,north bay,ON,Medicate without a medical document,Daily,28
27/01/2018,100,14,High,north bay,ON,Use recreationally,Daily,28
30/01/2018,50,7,High,north bay,ON,Use recreationally,Daily,28
26/01/2018,170,28,High,north bay,ON,Medicate without a medical document,Daily,28
31/01/2018,155,28,High,north bay,ON,Use recreationally,Daily,28
27/01/2018,150,28,High,north bay,ON,Use recreationally,Daily,28
